RMSE,accuracy,spearman_corr,corr,R^2 score,feature,model
0.13522424658848475,0.7859696293806716,0.17802549443859503,0.18304846615514436,0.03350674096175103,fundamental+technical,rf
0.07816149783975478,0.8271868984692474,0.15163293149943355,0.16331389151625714,0.026671427162183806,fundamental+technical,extraTree
0.18072872561645537,0.8303552206673843,0.22458383469975826,0.2028761448735815,0.04115873015876643,fundamental+technical,extraTree
0.06839715707952572,0.7878889669282683,0.17273176716349428,0.1836168494082819,0.03371514738662368,fundamental+technical,extraTree
0.10404744004201281,0.7326778025467982,0.1295460676200387,0.13494064200779537,0.01820897686547599,fundamental+technical,extraTree
0.10596774865327406,0.8584345686606182,0.1192741304949793,0.12373003566954774,0.015309121726787556,fundamental+technical,extraTree
0.12975448743690599,0.7864890464114394,0.17524949738806647,0.18700297602324176,0.03497011304154913,fundamental+technical,extraTree
0.07501272279159482,0.835894772220355,0.20731283147932655,0.1983816188155025,0.03935526668385934,fundamental+technical,gbr
0.1660764524042299,0.8322927879440258,0.2519000998263154,0.23204046567706893,0.053842777711631006,fundamental+technical,gbr
0.06481279812401047,0.8048370843130669,0.2441464273565942,0.24406701899007177,0.05956870975870005,fundamental+technical,gbr
0.1194621814343619,0.7479769139157786,0.20186108797954846,0.07957606558998992,0.006332350214782378,fundamental+technical,gbr
0.10403712910259925,0.8653544517914808,0.15460726770666586,0.14187387030462215,0.020128195075212747,fundamental+technical,gbr
0.12563390750340162,0.7934553454123254,0.2354054179385019,0.17401144664874374,0.030279983564788587,fundamental+technical,gbr
